SampleID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,subtype
13,0.8233333333333334,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed
14,0.75,0.13,0.02,0.06666666666666667,0.006666666666666667,0.006666666666666667,0.016666666666666666,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed
15,0.7133333333333334,0.12666666666666668,0.006666666666666667,0.1,0.01,0.023333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,Cold
16,0.7666666666666667,0.08333333333333333,0.10666666666666667,0.023333333333333334,0.0,0.0,0.0,0.006666666666666667,0.01,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,Compartimentalized
17,0.78,0.1,0.07,0.03333333333333333,0.006666666666666667,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,Mixed
18,0.71,0.14666666666666667,0.0033333333333333335,0.08,0.02666666666666667,0.02,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0,Mixed
19,0.8,0.11333333333333333,0.01,0.043333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0033333333333333335,0.016666666666666666,0.0,0.0,0.0,0.0033333333333333335,Cold
20,0.7533333333333333,0.08,0.056666666666666664,0.07666666666666666,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.01,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,Mixed
21,0.74,0.13,0.016666666666666666,0.07333333333333333,0.01,0.013333333333333334,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0033333333333333335,0.0,Mixed
22,0.6766666666666666,0.17,0.013333333333333334,0.09666666666666666,0.013333333333333334,0.016666666666666666,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0033333333333333335,0.0,0.0,0.0,0.0,Cold
23,0.7133333333333334,0.15,0.023333333333333334,0.07666666666666666,0.013333333333333334,0.01,0.0033333333333333335,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Mixed
24,0.7033333333333334,0.14,0.006666666666666667,0.08,0.016666666666666666,0.03,0.016666666666666666,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,Cold
25,0.8133333333333334,0.11,0.01,0.04,0.016666666666666666,0.0033333333333333335,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,Cold
26,0.7766666666666666,0.09,0.0033333333333333335,0.06333333333333334,0.006666666666666667,0.01,0.02,0.0,0.0,0.016666666666666666,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,Cold
27,0.72,0.13666666666666666,0.02666666666666667,0.07,0.023333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0033333333333333335,Mixed
28,0.7966666666666666,0.11666666666666667,0.043333333333333335,0.013333333333333334,0.0,0.006666666666666667,0.0,0.016666666666666666,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
29,0.7866666666666666,0.09333333333333334,0.05333333333333334,0.03,0.01,0.013333333333333334,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0,Mixed
31,0.74,0.13333333333333333,0.023333333333333334,0.04666666666666667,0.006666666666666667,0.016666666666666666,0.013333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0033333333333333335,0.0,0.0033333333333333335,0.0,Mixed
32,0.8666666666666667,0.02666666666666667,0.07333333333333333,0.02,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
33,0.8,0.09666666666666666,0.03,0.043333333333333335,0.013333333333333334,0.006666666666666667,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,Mixed
34,0.8133333333333334,0.07,0.05,0.03333333333333333,0.013333333333333334,0.01,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,Compartimentalized
35,0.85,0.02,0.10666666666666667,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.01,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
36,0.8366666666666667,0.09,0.06666666666666667,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,Compartimentalized
37,0.8233333333333334,0.056666666666666664,0.08666666666666667,0.006666666666666667,0.0,0.0,0.0,0.01,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,Compartimentalized
38,0.71,0.14,0.043333333333333335,0.05333333333333334,0.02,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,Mixed
39,0.7666666666666667,0.08,0.08,0.06666666666666667,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,Mixed
40,0.81,0.08,0.08333333333333333,0.01,0.0,0.0033333333333333335,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
41,0.85,0.056666666666666664,0.07666666666666666,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,Compartimentalized
