SampleID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,subtype
1,0.77,0.10666666666666667,0.06333333333333334,0.04666666666666667,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,Mixed
2,0.7466666666666667,0.14,0.056666666666666664,0.043333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,Mixed
3,0.82,0.08,0.07,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
4,0.7766666666666666,0.03666666666666667,0.12333333333333334,0.04,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,Compartimentalized
5,0.7633333333333333,0.11,0.06333333333333334,0.023333333333333334,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Compartimentalized
6,0.81,0.07333333333333333,0.03,0.05,0.01,0.006666666666666667,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.0,Compartimentalized
7,0.71,0.09,0.06666666666666667,0.09333333333333334,0.006666666666666667,0.0033333333333333335,0.013333333333333334,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0033333333333333335,0.0,Mixed
8,0.7866666666666666,0.12333333333333334,0.02666666666666667,0.043333333333333335,0.006666666666666667,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,Mixed
9,0.72,0.11,0.07666666666666666,0.06,0.006666666666666667,0.006666666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.01,0.0033333333333333335,0.0,0.0,Compartimentalized
10,0.8133333333333334,0.07,0.09,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,Compartimentalized
11,0.78,0.08333333333333333,0.06,0.06333333333333334,0.006666666666666667,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,Mixed
12,0.79,0.1,0.07666666666666666,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0,Mixed
